지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
146,2019-02-20 22:00,1.6,,1.6,320,82,5.6,-1.1,1020.1,1027.9,,,,,0,0,,,432,,19,-.3,,,,
146,2019-02-20 23:00,1.4,,1.3,320,81,5.5,-1.5,1020.2,1028,,,,,0,0,,,429,,19,-.6,,,,
146,2019-02-21 00:00,.9,,.4,0,84,5.5,-1.5,1020.5,1028.3,,,,,0,0,,,399,,19,-.9,,,,
146,2019-02-21 01:00,-.1,,1.2,110,92,5.6,-1.2,1020.5,1028.3,,,,,5,1,,10,279,,19,-1.5,,,,
146,2019-02-21 02:00,-.4,,.8,180,94,5.6,-1.2,1020.4,1028.2,,,,,10,4,,66,284,,19,-2.1,,,,
146,2019-02-21 03:00,-1,,.9,160,98,5.6,-1.2,1020.3,1028.2,,,,,0,0,,,236,,19,-3.2,,,,
146,2019-02-21 04:00,-1.1,,.7,110,97,5.5,-1.5,1020.1,1028,,,,,0,0,,,224,,19,-3.5,,,,
146,2019-02-21 05:00,-1.5,,.8,140,99,5.4,-1.6,1020.1,1028,,,,,0,0,,,217,,19,-4.1,,,,
146,2019-02-21 06:00,-1.9,,.8,140,99,5.3,-2,1020.5,1028.4,,,,,0,0,,,203,,19,-4.6,,,,
146,2019-02-21 07:00,-2.3,,1.3,140,99,5.1,-2.4,1020.4,1028.3,,,,,0,0,,,193,,19,-4.6,,,,
146,2019-02-21 08:00,-1.8,,1,140,99,5.3,-1.9,1020.5,1028.4,0,.1,,,0,0,,,222,,19,-2.8,,,,
146,2019-02-21 09:00,.5,,.3,0,86,5.5,-1.5,1020.8,1028.6,.9,.75,,,0,0,,,266,,19,1.8,,,,
146,2019-02-21 10:00,2.1,,.9,320,73,5.2,-2.2,1020.6,1028.4,1,1.55,,,0,0,,,328,,19,1.4,,,,
146,2019-02-21 11:00,4,,1.7,340,68,5.6,-1.3,1020.7,1028.4,1,1.94,,,0,0,,,422,,4019,8.1,,,,
146,2019-02-21 12:00,5.1,,1,290,57,5,-2.7,1020.1,1027.8,1,2.45,,,0,0,,,640,,40,15.6,,,,
146,2019-02-21 13:00,6.7,,2.5,340,54,5.3,-1.9,1019,1026.6,1,2.61,,,0,0,,,662,,40,17.9,,,,
146,2019-02-21 14:00,7.5,,2.7,340,51,5.3,-2,1018.3,1025.9,1,2.53,,,0,0,,,733,,40,17.6,,,,
146,2019-02-21 15:00,7.4,,2.8,320,47,4.9,-3.1,1017.6,1025.2,1,2.18,,,2,0,Ci,,960,,40,15.8,,,,
146,2019-02-21 16:00,7.9,,2.3,320,48,5.1,-2.4,1017.2,1024.8,1,1.67,,,3,0,Ci,,930,,40,13.6,,,,
146,2019-02-21 17:00,7.6,,2,290,52,5.4,-1.6,1016.9,1024.5,.8,.89,,,2,0,Ci,,909,,40,8,,,,
146,2019-02-21 18:00,5.8,,3.1,290,65,6,-.2,1017.5,1025.1,0,.23,,,7,0,Ci,,725,,40,4.1,,,,
146,2019-02-21 19:00,3.9,,2.1,270,78,6.3,.4,1017.8,1025.5,0,0,,,,0,,,649,,4019,2,,,,
146,2019-02-21 20:00,3.3,,1.2,200,80,6.2,.1,1017.8,1025.5,,,,,,0,,,623,,19,1.1,,,,
146,2019-02-21 21:00,3.1,,1.4,230,79,6.1,-.1,1017.7,1025.4,,,,,9,0,Ci,,644,,19,.7,,,,
146,2019-02-21 22:00,3.3,,1,200,79,6.1,0,1018.2,1025.9,,,,,,,,,647,,19,.4,,,,
146,2019-02-21 23:00,2.4,,.5,50,81,5.9,-.5,1017.7,1025.4,,,,,10,0,,,495,,19,-.3,,,,
146,2019-02-22 00:00,2,,.5,140,87,6.1,0,1017.8,1025.6,,,,,9,0,Ci,,411,,19,-.2,,,,
146,2019-02-22 01:00,1.2,,1.3,50,93,6.2,.1,1017.1,1024.9,,,,,10,0,,,316,,19,-.2,,,,
146,2019-02-22 02:00,1.4,,.4,0,92,6.2,.2,1016.6,1024.4,,,,,8,4,,74,348,,19,-.2,,,,
146,2019-02-22 03:00,.7,,1.5,110,94,6.1,-.1,1016,1023.8,,,,,5,0,Ci,,314,,19,-.3,,,,
146,2019-02-22 04:00,.6,,.7,230,94,6,-.2,1015.7,1023.5,,,,,9,0,Ci,,318,,19,-.5,,,,
146,2019-02-22 05:00,.2,,1.2,140,94,5.8,-.6,1015.8,1023.6,,,,,9,0,Ci,,284,,19,-.7,,,,
146,2019-02-22 06:00,-.1,,.8,140,95,5.8,-.8,1015.4,1023.2,,,,,9,0,Ci,,274,,19,-.9,,,,
146,2019-02-22 07:00,-.1,,.9,110,95,5.8,-.8,1015.5,1023.3,,,,,3,0,Ci,,276,,19,-1.6,,,,
146,2019-02-22 08:00,.3,,1.2,140,94,5.9,-.5,1015.2,1023,.1,.1,,,4,0,Ci,,279,,19,-1,,,,
146,2019-02-22 09:00,1.7,,.2,0,79,5.5,-1.5,1015.2,1022.9,.8,.64,,,6,0,Ci,,313,,19,.9,,,,
146,2019-02-22 10:00,3.7,,.8,340,69,5.5,-1.4,1014.9,1022.6,.9,1.29,,,7,0,Ci,,393,,4019,3.2,,,,
146,2019-02-22 11:00,5.3,,.8,340,61,5.4,-1.6,1015,1022.6,.9,1.38,,,8,0,Ci,,415,,40,9.4,,,,
146,2019-02-22 12:00,6.7,,2.7,340,61,6,-.3,1014.6,1022.2,.9,2.2,,,7,0,Ci,,376,,40,14.1,,,,
146,2019-02-22 13:00,7.1,,1.8,320,59,6,-.3,1013.3,1020.9,.3,1.71,,,8,0,Ci,,377,,40,13,,,,
146,2019-02-22 14:00,8.7,,1.6,320,50,5.6,-1.1,1012.4,1019.9,.2,1.56,,,9,0,Ci,,492,,40,13.3,,,,
146,2019-02-22 15:00,9.2,,1.9,270,48,5.6,-1.2,1011.9,1019.4,.2,1.19,,,8,0,Ci,,497,,40,13.4,,,,
146,2019-02-22 16:00,9.1,,1.5,290,48,5.6,-1.3,1011.5,1019,.7,1.28,,,7,0,Ci,,503,,40,11,,,,
146,2019-02-22 17:00,8.3,,2.8,270,56,6.1,0,1011.3,1018.8,.5,.72,,,7,0,Ci,,573,,40,7,,,,
146,2019-02-22 18:00,7,,1.7,250,64,6.4,.6,1012,1019.6,0,.23,,,6,0,Ci,,667,,40,5.3,,,,
146,2019-02-22 19:00,5.2,,1.2,250,71,6.2,.3,1012.4,1020,0,.02,,,5,5,,50,773,,40,2.3,,,,
146,2019-02-22 20:00,4.1,,1.9,230,74,6.1,-.1,1013,1020.6,,,,,7,1,,51,976,,4019,1,,,,
146,2019-02-22 21:00,3.6,,2,230,81,6.4,.6,1013.8,1021.5,,,,,4,0,Ci,,1053,,19,.6,,,,
146,2019-02-22 22:00,2.9,,1.6,250,83,6.2,.2,1014.3,1022,,,,,6,6,,53,988,,,.1,,,,
146,2019-02-22 23:00,3.1,,.4,0,80,6.1,0,1014.4,1022.1,,,,,6,6,,54,1100,,,.1,,,,
146,2019-02-23 00:00,2.2,,0,0,87,6.2,.2,1014.4,1022.1,,,,,7,0,Ci,,597,,19,.1,,,,
146,2019-02-23 01:00,1.3,,.2,0,91,6.1,0,1014,1021.7,,,,,10,7,,54,473,,19,-.2,,,,
146,2019-02-23 02:00,.7,,1.3,110,91,5.8,-.6,1014.2,1022,,,,,10,8,,54,426,,19,-.9,,,,
146,2019-02-23 03:00,-.2,,1.6,140,95,5.7,-.9,1014.1,1021.9,,,,,5,0,Ci,,359,,19,-1.6,,,,
146,2019-02-23 04:00,-.4,,1.1,160,96,5.7,-.9,1014.1,1021.9,,,,,4,0,Ci,,376,,19,-2.3,,,,
146,2019-02-23 05:00,-.1,,.4,0,96,5.8,-.6,1014.4,1022.2,,,,,6,0,Ci,,405,,19,-2.7,,,,
146,2019-02-23 06:00,-.9,,1.5,140,97,5.6,-1.3,1015.1,1022.9,,,,,5,0,Ci,,314,,19,-3.1,,,,
146,2019-02-23 07:00,-1.1,,1.5,140,98,5.6,-1.3,1015.2,1023,,,,,7,0,Ci,,317,,19,-2.6,,,,
146,2019-02-23 08:00,-.4,,1.3,140,95,5.6,-1.1,1015.8,1023.6,0,.08,,,8,0,Ci,,335,,19,-1.2,,,,
146,2019-02-23 09:00,2.4,,.3,0,82,6,-.3,1016.4,1024.1,.3,.58,,,6,0,Ci,,394,,19,.6,,,,
146,2019-02-23 10:00,3.6,,.4,0,73,5.8,-.7,1016.4,1024.1,.7,1,,,6,0,Ci,,442,,4019,1,,,,
146,2019-02-23 11:00,5.9,,.5,340,66,6.1,0,1016,1023.6,1,1.48,,,4,0,Ci,,460,,40,10.1,,,,
146,2019-02-23 12:00,8.9,,1.9,320,53,6.1,-.1,1015.2,1022.7,1,2.46,,,3,0,Ci,,540,,40,16.5,,,,
146,2019-02-23 13:00,11.3,,1.8,340,41,5.5,-1.4,1014.4,1021.9,1,2.7,,,2,0,Ci,,680,,40,18.8,,,,
146,2019-02-23 14:00,13.7,,1.9,320,34,5.3,-1.9,1013.9,1021.3,1,2.64,,,1,0,Ci,,1012,,40,19.5,,,,
146,2019-02-23 15:00,14,,2,290,34,5.4,-1.6,1013.9,1021.3,1,2.19,,,3,0,Ci,,1000,,,17.5,,,,
146,2019-02-23 16:00,14.1,,2.8,320,36,5.8,-.7,1014,1021.4,1,1.63,,,0,0,,,1031,,,15.3,,,,
146,2019-02-23 17:00,13.4,,1.7,320,35,5.4,-1.7,1014.4,1021.8,1,.98,,,0,0,,,1090,,,11.1,,,,
146,2019-02-23 18:00,11.7,,3.3,270,49,6.7,1.3,1014.8,1022.2,.7,.32,,,2,0,Ci,,1286,,,6.5,,,,
146,2019-02-23 19:00,8.9,,1.5,230,66,7.5,2.8,1015.7,1023.2,0,.01,,,0,0,,,505,,40,4,,,,
146,2019-02-23 20:00,7.7,,2,230,60,6.3,.4,1016.4,1024,,,,,0,0,,,584,,40,2.6,,,,
146,2019-02-23 21:00,8,,.6,160,54,5.8,-.7,1016.5,1024.1,,,,,3,0,Ci,,652,,40,1.4,,,,
146,2019-02-23 22:00,6.4,,1.2,200,62,6,-.3,1017.1,1024.7,,,,,6,0,,,613,,40,.8,,,,
146,2019-02-23 23:00,5.7,,1.2,110,62,5.7,-1,1017.2,1024.8,,,,,5,0,,,650,,40,.2,,,,
146,2019-02-24 00:00,3.7,,.4,0,70,5.6,-1.2,1017.3,1025,,,,,5,0,Ci,,533,,40,.3,,,,
146,2019-02-24 01:00,3.6,,1.5,110,69,5.5,-1.5,1017.1,1024.8,,,,,1,0,,,665,,40,.2,,,,
146,2019-02-24 02:00,2.7,,1.7,140,71,5.3,-2,1017.3,1025,,,,,0,0,,,656,,40,-.2,,,,
146,2019-02-24 03:00,2.9,,1.2,140,68,5.1,-2.4,1017.7,1025.4,,,,,2,0,Ci,,689,,40,-.9,,,,
146,2019-02-24 04:00,1.8,,2,140,72,5,-2.7,1017.6,1025.4,,,,,0,0,,,601,,40,-1.5,,,,
146,2019-02-24 05:00,1,,1.9,140,76,5,-2.7,1017.4,1025.2,,,,,0,0,,,560,,40,-2.2,,,,
146,2019-02-24 06:00,1.6,,2.2,140,75,5.2,-2.3,1017.6,1025.4,,,,,0,0,,,598,,40,-2.4,,,,
146,2019-02-24 07:00,1.8,,1.7,140,75,5.2,-2.1,1017.8,1025.6,,,,,0,0,,,611,,40,-2.8,,,,
146,2019-02-24 08:00,2.5,,2.1,140,74,5.4,-1.6,1017.9,1025.6,.3,.11,,,0,0,,,627,,40,-1.3,,,,
146,2019-02-24 09:00,5.6,,1.3,110,64,5.8,-.6,1018.2,1025.9,1,.72,,,0,0,,,755,,40,.3,,,,
146,2019-02-24 10:00,8.3,,1.2,90,55,6,-.2,1017.6,1025.2,1,1.45,,,0,0,,,865,,40,6.7,,,,
146,2019-02-24 11:00,10.8,,.7,20,44,5.7,-.9,1016.8,1024.3,1,2.09,,,0,0,,,1250,,40,15.5,,,,
146,2019-02-24 12:00,12.1,,2,270,47,6.6,1.1,1016.3,1023.7,1,2.52,,,0,0,,,1307,,,17.8,,,,
146,2019-02-24 13:00,12.6,,2.2,320,43,6.2,.3,1015.3,1022.7,1,2.7,,,0,0,,,1416,,,19.9,,,,
146,2019-02-24 14:00,13.4,,1.7,290,41,6.2,.3,1014.2,1021.6,1,2.65,,,0,0,,,1477,,,20.5,,,,
146,2019-02-24 15:00,13.4,,2.7,270,41,6.2,.3,1013.8,1021.2,1,2.32,,,1,1,Sc,10,1525,,,18.7,,,,
146,2019-02-24 16:00,12.6,,4.1,290,46,6.7,1.2,1013.8,1021.2,.9,1.54,,,1,1,Sc,10,1997,,,15.4,,,,
146,2019-02-24 17:00,11.7,,3.7,290,53,7.3,2.4,1013.9,1021.3,1,1.11,,,1,1,Sc,10,1918,,,11.5,,,,
146,2019-02-24 18:00,10.3,,3.1,270,59,7.4,2.6,1013.5,1021,1,.42,,,1,0,Ci,,2000,,,7.1,,,,
146,2019-02-24 19:00,9.3,,2.4,270,64,7.5,2.8,1014,1021.5,0,.01,,,0,0,,,1326,,,4.5,,,,
146,2019-02-24 20:00,8.1,,1.8,270,67,7.2,2.3,1014.8,1022.3,,,,,0,0,,,820,,40,3.2,,,,
146,2019-02-24 21:00,7.1,,1.2,270,70,7,1.9,1014.4,1022,,,,,2,0,Ci,,725,,40,1.8,,,,
146,2019-02-24 22:00,6.8,,.6,230,72,7.1,2,1014,1021.6,,,,,6,0,,,580,,40,1.1,,,,
146,2019-02-24 23:00,6,,.8,110,77,7.2,2.2,1013.6,1021.2,,,,,10,9,,73,626,,40,1.6,,,,
146,2019-02-25 00:00,5.1,,.1,0,81,7.1,2.1,1013.8,1021.4,,,,,8,0,,,410,,4019,1.5,,,,
146,2019-02-25 01:00,4.8,,1,250,77,6.6,1.1,1014.4,1022,,,,,10,9,,55,432,,19,2,,,,
146,2019-02-25 02:00,4,,.8,320,83,6.7,1.3,1014.5,1022.2,,,,,10,9,,51,299,,19,1.4,,,,
146,2019-02-25 03:00,3.8,,.8,160,86,6.9,1.6,1014.4,1022.1,,,,,8,0,Ci,,305,,19,1,,,,
146,2019-02-25 04:00,3.6,,.8,180,87,6.9,1.6,1013.8,1021.5,,,,,6,0,Ci,,359,,19,.1,,,,
146,2019-02-25 05:00,2.6,,.9,160,91,6.7,1.2,1013.8,1021.5,,,,,0,0,,,377,,19,0,,,,
146,2019-02-25 06:00,1.2,,1.4,340,95,6.3,.4,1014.4,1022.2,,,,,0,0,,,149,,19,-.9,,,,
146,2019-02-25 07:00,1.5,,.1,0,99,6.7,1.3,1014.8,1022.5,,,,,10,10,,1,15,,1916,0,,,,
146,2019-02-25 08:00,2.1,,.5,50,99,7,1.9,1015.4,1023.1,0,.03,,,10,10,,9,90,,16,1.2,,,,
146,2019-02-25 09:00,2.8,,.9,160,98,7.3,2.5,1015.4,1023.1,0,.27,,,8,5,ScCi,12,240,,1916,4.7,,,,
146,2019-02-25 10:00,4.8,,.6,320,80,6.9,1.6,1015.2,1022.8,.5,1.14,,,6,1,ScCi,12,311,,19,8.5,,,,
146,2019-02-25 11:00,6.5,,1.3,320,72,7,1.8,1014.8,1022.4,1,1.73,,,1,0,Ci,,307,,19,14,,,,
146,2019-02-25 12:00,9,,1.8,340,57,6.5,.9,1014.2,1021.7,1,2.29,,,0,0,,,522,,4019,17.4,,,,
146,2019-02-25 13:00,9.8,,2.7,270,47,5.7,-.9,1013.9,1021.4,1,2.56,,,0,0,,,681,,40,18.7,,,,
146,2019-02-25 14:00,8.8,,4.4,270,61,6.9,1.6,1013.4,1020.9,1,2.4,,,6,0,Ci,,507,,40,16.7,,,,
146,2019-02-25 15:00,9.7,,3.1,270,58,7,1.8,1012.5,1020,1,2.23,,,4,0,Ci,,484,,40,18.1,,,,
146,2019-02-25 16:00,9.4,,3,270,59,6.9,1.7,1012.5,1020,.9,1.52,,,6,0,Ci,,588,,40,12.9,,,,
146,2019-02-25 17:00,8.5,,2.2,270,58,6.4,.6,1013.1,1020.6,.5,.76,,,7,0,Ci,,596,,40,10.1,,,,
146,2019-02-25 18:00,6.9,,2.3,250,66,6.5,.9,1013.6,1021.2,.7,.36,,,4,0,Ci,,600,,40,5.9,,,,
146,2019-02-25 19:00,5.2,,2.6,230,87,7.7,3.2,1014.2,1021.8,0,.01,,,0,0,,,428,,4019,3.4,,,,
146,2019-02-25 20:00,4.7,,2.8,230,81,6.9,1.7,1014.8,1022.4,,,,,0,0,,,616,,19,2.2,,,,
146,2019-02-25 21:00,3.9,,1.4,230,74,6,-.3,1015.2,1022.9,,,,,0,0,,,881,,19,1,,,,
146,2019-02-25 22:00,3.7,,2.2,230,74,5.9,-.5,1016.1,1023.8,,,,,6,0,,,1000,,19,.8,,,,
146,2019-02-25 23:00,3.2,,2,230,77,5.9,-.4,1016.1,1023.8,,,,,0,0,,,1239,,,-.3,,,,
146,2019-02-26 00:00,2.7,,.5,110,80,5.9,-.4,1015.7,1023.4,,,,,0,0,,,849,,19,-.5,,,,
146,2019-02-26 01:00,1.6,,.5,140,91,6.2,.2,1016.1,1023.9,,,,,0,0,,,323,,19,-1.1,,,,
146,2019-02-26 02:00,1,,.8,140,92,6.1,-.1,1016.7,1024.5,,,,,0,0,,,317,,19,-2.2,,,,
146,2019-02-26 03:00,.6,,.9,110,94,6,-.2,1016.9,1024.7,,,,,0,0,,,329,,19,-3.2,,,,
146,2019-02-26 04:00,-.1,,.4,0,95,5.8,-.8,1016.7,1024.5,,,,,0,0,,,289,,19,-4,,,,
146,2019-02-26 05:00,-.3,,1.3,110,97,5.8,-.7,1016.7,1024.5,,,,,0,0,,,287,,19,-4.2,,,,
146,2019-02-26 06:00,-.9,,1.6,110,97,5.6,-1.3,1017.3,1025.1,,,,,0,0,,,271,,19,-4.5,,,,
146,2019-02-26 07:00,-1,,.9,140,97,5.5,-1.4,1017.5,1025.3,,,,,0,0,,,342,,19,-5,,,,
146,2019-02-26 08:00,-.3,,1,140,92,5.5,-1.4,1017.8,1025.6,.3,.13,,,1,0,Ci,,374,,19,-2.7,,,,
146,2019-02-26 09:00,1.5,,.3,0,82,5.6,-1.2,1018.5,1026.3,.7,.68,,,6,0,Ci,,440,,19,.4,,,,
146,2019-02-26 10:00,3.8,,.5,320,71,5.7,-.9,1018.7,1026.4,.8,1.14,,,4,0,Ci,,594,,19,4.7,,,,
146,2019-02-26 11:00,5.4,,1.3,340,52,4.7,-3.6,1018.8,1026.5,1,2.09,,,1,0,Ci,,900,,4019,13.5,,,,
146,2019-02-26 12:00,7.7,,1.7,290,38,4,-5.7,1018.4,1026,1,2.53,,,3,0,Ci,,1965,,40,16.5,,,,
146,2019-02-26 13:00,8.5,,2.4,320,40,4.4,-4.3,1017.4,1024.9,1,2.7,,,3,0,Ci,,1675,,,18.5,,,,
146,2019-02-26 14:00,10.2,,2.3,340,33,4.1,-5.3,1016.3,1023.8,1,2.62,,,5,0,Ci,,1998,,,19.9,,,,
146,2019-02-26 15:00,11.6,,2.7,340,25,3.4,-7.8,1014.8,1022.2,1,2.32,,,6,0,Ci,,2000,,,20.2,,,,
146,2019-02-26 16:00,11.8,,2.5,250,25,3.5,-7.6,1014.3,1021.7,1,1.81,,,3,0,Ci,,2000,,,16.8,,,,
146,2019-02-26 17:00,11.9,,1.6,270,26,3.6,-7,1014.3,1021.7,1,1.06,,,2,0,Ci,,2000,,,13.1,,,,
146,2019-02-26 18:00,9.1,,2.8,270,48,5.6,-1.3,1013.5,1021,.4,.3,,,5,0,Ci,,1976,,,6.5,,,,
146,2019-02-26 19:00,7.3,,2.9,230,58,5.9,-.4,1014.1,1021.7,0,0,,,9,8,,69,1614,,,4.9,,,,
146,2019-02-26 20:00,6.9,,2.1,230,56,5.6,-1.2,1014.9,1022.5,,,,,10,10,,56,1507,,,4.4,,,,
146,2019-02-26 21:00,6,,1.7,230,62,5.8,-.7,1015,1022.6,,,,,8,0,Ci,,1514,,,3.2,,,,
146,2019-02-26 22:00,5.6,,1.3,270,63,5.7,-.9,1015.6,1023.2,,,,,7,7,,57,1485,,,1.6,,,,
146,2019-02-26 23:00,5.3,,1,110,64,5.7,-.9,1016,1023.6,,,,,10,10,,56,1362,,,2.6,,,,
146,2019-02-27 00:00,4.2,,.6,20,71,5.8,-.6,1015.8,1023.5,,,,,10,10,As,30,1034,,,2.6,,,,
146,2019-02-27 01:00,4.5,,1,320,73,6.1,0,1016.2,1023.9,,,,,10,10,,45,1079,,,2.8,,,,
146,2019-02-27 02:00,4.5,,.9,50,74,6.2,.2,1016.1,1023.8,,,,,10,10,,31,1000,,,3.1,,,,
146,2019-02-27 03:00,4.5,,.3,0,73,6.1,0,1015.5,1023.2,,,,,10,10,As,31,1068,,,3.2,,,,
146,2019-02-27 04:00,5,,.7,230,72,6.2,.3,1015.9,1023.6,,,,,10,1,ScAs,10,1011,,,3.5,,,,
146,2019-02-27 05:00,4.5,,1.2,50,74,6.2,.2,1015.9,1023.6,,,,,10,5,ScAs,10,1000,,01,3.4,,,,
146,2019-02-27 06:00,5.1,0,1,140,67,5.9,-.5,1015.4,1023.1,,,,,10,5,ScAs,10,1221,,,3.2,,,,
146,2019-02-27 07:00,5.4,,1.7,200,64,5.8,-.8,1015.8,1023.4,,,,,10,5,ScAs,10,1356,,,3.3,,,,
146,2019-02-27 08:00,5.4,,.7,50,65,5.8,-.6,1016.3,1023.9,0,.02,,,10,5,ScAs,12,1407,,01,4.1,,,,
146,2019-02-27 09:00,6.3,0,.9,90,69,6.6,1,1016,1023.6,0,.28,,,10,6,StNs,8,1000,,01,6.4,,,,
146,2019-02-27 10:00,6.7,,.5,340,65,6.3,.5,1015.9,1023.5,0,.25,,,10,5,ScAs,12,1076,,01,7,,,,
146,2019-02-27 11:00,7.1,,1.1,340,68,6.8,1.5,1015.3,1022.9,0,.39,,,10,7,StNs,7,824,,4001,7.3,,,,
146,2019-02-27 12:00,6.6,0,2.1,340,73,7.1,2,1014.6,1022.2,0,.31,,,10,6,ScAs,10,738,,4001,7,,,,
146,2019-02-27 13:00,7.8,,.5,320,63,6.6,1.1,1013.5,1021,0,.47,,,10,6,ScAs,12,846,,40,9.3,,,,
146,2019-02-27 14:00,8.5,,1.5,340,58,6.4,.6,1012.4,1019.9,0,.69,,,10,6,ScAs,12,980,,40,10.3,,,,
146,2019-02-27 15:00,8.7,,2.1,320,62,7,1.8,1013.1,1020.6,0,.32,,,10,5,ScAs,12,955,,40,8.4,,,,
146,2019-02-27 16:00,8.8,,1.1,320,66,7.4,2.7,1012.9,1020.4,0,.51,,,9,9,CuSc,8,760,,4004,9.5,,,,
146,2019-02-27 17:00,8.3,,2.3,340,68,7.4,2.7,1012.5,1020,0,.59,,,9,9,Sc,11,903,,4004,8.6,,,,
146,2019-02-27 18:00,7.6,0,1.2,360,73,7.6,3,1011.9,1019.4,0,.16,,,9,9,Ac,36,930,,40,6,,,,
146,2019-02-27 19:00,7.1,,.6,360,77,7.7,3.3,1012.2,1019.8,0,.01,,,10,2,,12,726,,40,5.1,,,,
146,2019-02-27 20:00,7.6,,1,110,76,7.9,3.6,1012.4,1019.9,,,,,10,4,,11,759,,40,5,,,,
146,2019-02-27 21:00,7.6,,.8,110,75,7.8,3.4,1012,1019.5,,,,,10,10,As,33,765,,40,4.8,,,,
146,2019-02-27 22:00,6.9,,1.1,360,81,8,3.8,1011.8,1019.4,,,,,10,8,,32,668,,4019,4.3,,,,
146,2019-02-27 23:00,6.4,,1.1,320,85,8.1,4,1012.3,1019.9,,,,,10,10,,35,578,,19,4.2,,,,
146,2019-02-28 00:00,6.3,,.8,320,88,8.4,4.4,1012.3,1019.9,,,,,10,10,,33,498,,19,3.8,,,,
146,2019-02-28 01:00,5.4,,.7,320,94,8.4,4.5,1011.9,1019.5,,,,,7,7,,36,283,,19,2.1,,,,
146,2019-02-28 02:00,4.8,,.9,320,96,8.2,4.2,1011.9,1019.5,,,,,5,3,,,274,,19,.5,,,,
146,2019-02-28 03:00,4.5,,.4,0,99,8.3,4.3,1011.4,1019,,,,,0,0,,,246,,19,.4,,,,
146,2019-02-28 04:00,3.8,,.6,140,98,7.8,3.5,1011.1,1018.7,,,,,0,0,,,315,,19,.1,,,,
146,2019-02-28 05:00,2.5,,1,110,98,7.2,2.2,1011.1,1018.8,,,,,0,0,,,290,,19,-.3,,,,
146,2019-02-28 06:00,2.6,,.5,110,99,7.3,2.4,1011.5,1019.2,,,,,4,4,Sc,12,328,,19,-.8,,,,
146,2019-02-28 07:00,2,,.8,360,99,7,1.8,1011.7,1019.4,,,,,10,10,,6,64,,1916,-.8,,,,
146,2019-02-28 08:00,2.8,,.4,0,99,7.4,2.6,1012.5,1020.2,0,.08,,,4,4,Sc,10,250,,1916,.6,,,,
146,2019-02-28 09:00,3.6,,.6,200,99,7.8,3.4,1013.3,1021,0,.35,,,3,0,Ci,,139,,19,5.2,,,,
146,2019-02-28 10:00,5,,.4,0,90,7.8,3.4,1012.8,1020.4,.2,.93,,,3,0,Ci,,194,,19,9.8,,,,
146,2019-02-28 11:00,7.4,,1.3,250,75,7.7,3.2,1012,1019.5,1,1.78,,,6,0,Ci,,352,,19,14.2,,,,
146,2019-02-28 12:00,10.5,,1.1,320,57,7.2,2.3,1010.6,1018.1,1,2.24,,,4,0,Ci,,490,,4019,18.3,,,,
146,2019-02-28 13:00,12.4,,1.5,270,48,6.9,1.6,1009.8,1017.2,.9,2.14,,,6,0,Ci,,792,,40,20.2,,,,
146,2019-02-28 14:00,12,,3.6,290,43,6,-.2,1009.9,1017.3,.9,2.17,,,8,0,Ci,,734,,40,20.1,,,,
146,2019-02-28 15:00,13.3,,3.1,290,41,6.2,.3,1010.1,1017.5,1,2.09,,,7,0,Ci,,487,,40,19.7,,,,
146,2019-02-28 16:00,10.6,,5.1,270,53,6.8,1.4,1010.5,1018,.6,1.31,,,10,10,As,30,744,,40,12.8,,,,
146,2019-02-28 17:00,9.3,,3.8,270,55,6.4,.7,1011.3,1018.8,0,.54,,,9,0,Ci,,404,,40,10.6,,,,
146,2019-02-28 18:00,8.2,,2.4,250,63,6.8,1.5,1011.7,1019.2,0,.24,,,6,0,Ci,,252,,40,7,,,,
146,2019-02-28 19:00,6.7,,2.4,230,78,7.6,3.1,1012.1,1019.7,0,.01,,,9,8,,10,170,,40,4.9,,,,
146,2019-02-28 20:00,5.7,,2.3,230,89,8.1,4,1012.5,1020.1,,,,,9,9,,9,126,,4019,4,,,,
146,2019-02-28 21:00,4.9,,1.6,230,93,8,3.8,1012.7,1020.3,,,,,8,0,Ci,,112,,19,2.9,,,,
146,2019-02-28 22:00,4.8,,1.8,230,93,8,3.7,1012.6,1020.2,,,,,8,1,,7,119,,19,2.6,,,,
146,2019-02-28 23:00,4.1,,1,250,93,7.6,3,1013.3,1020.9,,,,,10,10,,9,90,,1916,1.4,,,,
146,2019-03-01 00:00,3.6,,.9,250,99,7.8,3.4,1013.7,1021.4,,,,,10,10,,8,83,,16,.8,,,,
146,2019-03-01 01:00,3.5,,1.2,250,99,7.7,3.3,1013.8,1021.5,,,,,10,10,,8,83,,16,.4,,,,
146,2019-03-01 02:00,2.9,,.8,230,99,7.4,2.7,1014.5,1022.2,,,,,10,10,,9,93,,16,0,,,,
146,2019-03-01 03:00,2.8,,.8,160,91,6.8,1.4,1014.6,1022.3,,,,,10,10,,9,94,,16,1.3,,,,
146,2019-03-01 04:00,3,,.6,160,95,7.2,2.2,1014.9,1022.6,,,,,10,10,,9,94,,16,1.2,,,,
