지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
165,2018-11-05 8:00,8.4,,1,50,84,9.2,5.8,1018.9,1023.6,0.2,0.17,,,2,0,Ci,,563,,19,9.2,11.6,12.5,14.4,15.3
165,2018-11-05 9:00,10.7,,1.3,70,70,9,5.4,1019.2,1023.8,1,0.82,,,4,0,Ci,,811,,19,10.9,11.8,12.5,14.3,15.2
165,2018-11-05 10:00,12.8,,1.1,360,64,9.4,6.1,1019.3,1023.9,1,1.37,,,2,0,Ci,,785,,4019,14.9,12.4,12.6,14.2,15.1
165,2018-11-05 11:00,14.7,,2.6,360,56,9.3,6,1019.3,1023.9,1,1.93,,,2,0,Ci,,1034,,40,19.5,13.2,12.9,14.2,15
165,2018-11-05 12:00,16.2,,4.2,360,53,9.7,6.5,1018.9,1023.4,1,2.23,,,1,0,Ci,,965,,40,22.7,14.3,13.4,14.2,15
165,2018-11-05 13:00,17.6,,4.5,20,48,9.6,6.4,1018.2,1022.7,1,2.3,,,3,0,Ci,,1504,,40,24.4,15.5,14,14.3,15
165,2018-11-05 14:00,17.6,,4.1,20,50,10,7,1017.4,1021.9,1,2.11,,,1,0,Ci,,507,,40,24,16.4,14.5,14.5,15
165,2018-11-05 15:00,17.8,,4.1,20,54,10.9,8.3,1017,1021.5,1,1.71,,,0,0,,,1010,,40,22.2,16.9,14.9,14.8,15.1
165,2018-11-05 16:00,17.1,,4.7,20,61,11.9,9.5,1017.1,1021.6,1,1.15,,,0,0,,,1088,,,18.3,17,15.2,15,15.2
165,2018-11-05 17:00,15.9,,4.2,20,72,12.9,10.8,1017.2,1021.7,1,0.52,,,0,0,,,791,,40,16.3,16.6,15.3,15.2,15.3
165,2018-11-05 18:00,14.4,,4.2,360,80,13,10.9,1017.5,1022.1,0.3,0.05,,,0,0,,,539,,4019,14.5,16,15.2,15.4,15.5
165,2018-11-05 19:00,13.5,,5,360,83,12.8,10.6,1018.3,1022.9,,,,,0,0,,,444,,19,13.5,15.5,15.1,15.5,15.5
165,2018-11-05 20:00,13.1,,3.8,20,85,12.8,10.6,1018.9,1023.5,,,,,4,0,,,502,,19,12.9,15.1,14.9,15.5,15.6
165,2018-11-05 21:00,12.9,,3.6,360,87,12.9,10.7,1019.5,1024.1,,,,,0,0,,,421,,19,12.6,14.8,14.7,15.5,15.7
165,2018-11-05 22:00,12.2,,2.2,20,89,12.6,10.4,1019.9,1024.5,,,,,0,0,,,339,,19,11.9,14.4,14.6,15.5,15.7
165,2018-11-05 23:00,11.8,,2.8,70,86,11.9,9.5,1019.8,1024.4,,,,,0,0,,,439,,19,11.6,14.1,14.4,15.4,15.7
165,2018-11-06 0:00,11.5,,1.8,50,88,11.9,9.5,1019.8,1024.4,,,,,5,0,Ci,,367,,19,11.3,13.9,14.3,15.4,15.7
165,2018-11-06 1:00,11.3,,2,50,92,12.3,10,1019.7,1024.3,,,,,0,0,,,265,,19,11,13.6,14.1,15.3,15.7
165,2018-11-06 2:00,11.1,,1.8,50,91,11.9,9.6,1019.9,1024.5,,,,,0,0,,,261,,19,10.6,13.4,13.9,15.2,15.7
165,2018-11-06 3:00,10.7,,2.8,50,91,11.6,9.2,1019.7,1024.3,,,,,0,0,,,271,,19,10.6,13.2,13.8,15.1,15.7
165,2018-11-06 4:00,10.4,,2.4,50,91,11.4,8.9,1019.9,1024.6,,,,,5,0,Ci,,259,,19,10.4,13,13.7,15.1,15.6
165,2018-11-06 5:00,10.1,,1.5,90,87,10.7,8,1019.9,1024.6,,,,,4,0,Ci,,302,,19,10.2,12.9,13.5,15,15.6
165,2018-11-06 6:00,9.7,,0.5,160,89,10.6,7.9,1020,1024.7,,,,,5,0,Ci,,268,,19,9.8,12.7,13.4,14.9,15.5
165,2018-11-06 7:00,9.3,,0.4,0,88,10.3,7.4,1020.4,1025.1,0,0,,,0,0,,,307,,19,9.5,12.4,13.2,14.8,15.5
165,2018-11-06 8:00,9.6,,0.6,70,87,10.4,7.5,1021.2,1025.9,0.1,0.14,,,3,3,Sc,10,295,,19,10.4,12.3,13.1,14.7,15.4
165,2018-11-06 9:00,12.1,,2.1,180,80,11.2,8.7,1021.7,1026.3,1,0.68,,,5,5,Ac,48,352,,19,12.6,12.6,13.1,14.6,15.4
165,2018-11-06 10:00,14.1,,0.8,50,70,11.2,8.7,1021.9,1026.5,1,1.27,,,7,4,AcCi,47,379,,19,15.6,13.2,13.2,14.5,15.3
165,2018-11-06 11:00,14.8,,2.4,20,67,11.2,8.7,1021.8,1026.4,0.8,1.47,,,7,7,Ac,46,425,,4019,18.5,14.1,13.6,14.5,15.2
165,2018-11-06 12:00,16,,3.2,20,62,11.2,8.7,1021.2,1025.8,0.8,1.8,,,6,6,Ac,46,427,,40,21.4,15.1,14.1,14.6,15.2
165,2018-11-06 13:00,17,,3.1,20,59,11.4,8.9,1020.3,1024.8,1,2.1,,,4,4,Ac,46,466,,40,23.5,16.3,14.7,14.7,15.2
165,2018-11-06 14:00,18.2,,2.5,20,55,11.5,9,1019.5,1024,1,1.84,,,6,0,Ci,,500,,40,23.2,17.1,15.2,14.9,15.2
165,2018-11-06 15:00,18.1,,3,20,57,11.8,9.4,1019.2,1023.7,0.9,1.32,,,7,0,Ci,,482,,40,21.8,17.5,15.6,15.2,15.3
165,2018-11-06 16:00,17.1,,3.5,20,72,14,12,1019.3,1023.8,1,0.96,,,4,0,Ci,,311,,40,18.9,17.6,15.9,15.4,15.4
165,2018-11-06 17:00,16.1,,3.8,360,77,14,12,1019.1,1023.6,0.9,0.43,,,6,0,Ci,,340,,40,16.8,17.2,15.9,15.6,15.5
165,2018-11-06 18:00,14.8,,3.5,20,85,14.2,12.2,1019.4,1024,0,0.01,,,3,0,Ci,,231,,4019,15.1,16.5,15.8,15.8,15.7
165,2018-11-06 19:00,13.9,,3.1,20,90,14.2,12.2,1020,1024.6,,,,,7,0,,,184,,19,14.2,16,15.6,15.9,15.8
165,2018-11-06 20:00,13.5,,3.1,20,91,14,12,1020.4,1025,,,,,7,0,,,167,,19,13.7,15.6,15.4,15.9,15.9
165,2018-11-06 21:00,13.2,,2.4,20,92,13.9,11.9,1020.8,1025.4,,,,,7,0,Ci,,159,,19,13.4,15.3,15.3,15.9,15.9
165,2018-11-06 22:00,12.8,,1.3,20,93,13.7,11.6,1021,1025.6,,,,,5,5,,53,154,,19,12.9,15,15.1,15.8,15.9
165,2018-11-06 23:00,12.5,,1.6,50,93,13.4,11.3,1021.1,1025.7,,,,,7,1,,32,153,,19,12.9,14.7,15,15.8,16
165,2018-11-07 0:00,12.4,,1.6,50,94,13.5,11.4,1020.9,1025.5,,,,,8,5,AcCi,33,139,,19,13,14.6,14.9,15.7,16
165,2018-11-07 1:00,12.5,,1.6,50,93,13.4,11.3,1020.9,1025.5,,,,,10,6,,30,150,,19,13.4,14.6,14.8,15.7,15.9
165,2018-11-07 2:00,12.6,,2.4,50,93,13.5,11.4,1020.9,1025.5,,,,,9,8,,27,153,,19,13.3,14.6,14.7,15.6,15.9
165,2018-11-07 3:00,12.7,,1.9,20,91,13.3,11.2,1020.7,1025.3,,,,,10,10,As,30,185,,19,13.5,14.6,14.7,15.6,15.9
165,2018-11-07 4:00,12.9,,2.6,50,90,13.3,11.2,1020.4,1025,,,,,10,10,As,30,187,,19,13.6,14.6,14.7,15.6,15.9
165,2018-11-07 5:00,13.1,,3.3,20,90,13.5,11.4,1020.4,1025,,,,,10,2,ScAs,9,193,,19,13.6,14.6,14.7,15.5,15.9
165,2018-11-07 6:00,13,0,3.4,20,91,13.6,11.5,1020.1,1024.7,,,,,10,7,StNs,8,172,,1901,13.7,14.6,14.7,15.5,15.9
165,2018-11-07 7:00,13,,2.1,140,90,13.4,11.3,1020.6,1025.2,,,,,10,6,StNs,8,192,,1901,13.7,14.6,14.6,15.5,15.8
165,2018-11-07 8:00,13.1,,1.4,70,86,12.9,10.8,1021,1025.6,0,0.05,,,10,9,ScAs,10,229,,1901,14,14.6,14.6,15.5,15.8
165,2018-11-07 9:00,13.3,0,2.4,110,82,12.4,10.2,1020.9,1025.5,0,0.28,,,10,5,ScAs,10,233,,19,15.5,14.7,14.7,15.5,15.8
165,2018-11-07 10:00,14,,1.9,20,84,13.4,11.3,1020.9,1025.5,0,0.57,,,10,1,StNs,10,227,,1901,16.3,15.2,14.8,15.4,15.8
165,2018-11-07 11:00,14.8,,2,20,83,13.9,11.9,1020.5,1025.1,0,0.82,,,10,2,ScAs,19,241,,1901,18,15.8,15.1,15.5,15.8
165,2018-11-07 12:00,15,0,2.8,20,82,13.9,11.9,1019.9,1024.5,0,0.61,,,10,9,ScAs,18,237,,19,18.2,16.1,15.3,15.6,15.8
165,2018-11-07 13:00,14.8,,2.4,20,88,14.8,12.8,1019.3,1023.9,0,0.48,,,10,9,StNs,9,182,,1901,17.4,16.4,15.6,15.7,15.8
165,2018-11-07 14:00,14.8,,4.1,20,87,14.6,12.6,1018.6,1023.1,0,0.5,,,10,4,StNs,8,196,,1901,17.4,16.4,15.7,15.8,15.9
165,2018-11-07 15:00,14.8,0.4,3.7,20,89,14.9,12.9,1018.5,1023,0,0.46,,,10,6,StNs,7,187,,1901,17.3,16.5,15.8,15.9,15.9
165,2018-11-07 16:00,14.4,,3.5,50,91,14.9,12.9,1018.3,1022.9,0,0.17,,,10,2,StNs,7,183,,1901,16,16.4,15.8,16,16
165,2018-11-07 17:00,14.1,,2.3,50,95,15.3,13.3,1017.8,1022.4,0,0.07,,,10,9,StNs,8,111,,1901,15.4,16.2,15.8,16,16
165,2018-11-07 18:00,14.1,1.9,1.6,50,97,15.6,13.6,1017.8,1022.4,0,0,,,10,1,StNs,8,86,,191601,15.1,15.9,15.7,16,16
165,2018-11-07 19:00,13.9,,2.9,20,97,15.4,13.4,1018.1,1022.7,,,,,10,3,StNs,8,88,,1601,14.9,15.8,15.6,16.1,16.1
165,2018-11-07 20:00,13.7,,1.6,70,98,15.3,13.3,1017.9,1022.5,,,,,10,4,StNs,10,66,,1601,14.7,15.6,15.5,16,16.1
165,2018-11-07 21:00,13.9,1,1.8,70,97,15.4,13.4,1017.6,1022.2,,,,,10,9,StNs,10,118,,191601,14.6,15.5,15.5,16,16.1
165,2018-11-07 22:00,13.8,,1.4,50,97,15.3,13.3,1017.6,1022.2,,,,,10,3,StNs,9,107,,1901,14.6,15.4,15.4,16,16.1
165,2018-11-07 23:00,13.9,,1.8,70,96,15.2,13.2,1017,1021.6,,,,,10,5,StNs,13,172,,1901,14.5,15.4,15.4,16,16.1
165,2018-11-08 0:00,13.9,0.2,2.3,90,94,14.9,12.9,1016.2,1020.8,,,,,10,3,ScAs,14,249,,1901,14.5,15.3,15.3,16,16.1
165,2018-11-08 1:00,13.9,,2.1,90,93,14.7,12.7,1015.4,1020,,,,,10,6,StNs,9,244,,1901,14.6,15.3,15.3,15.9,16.1
165,2018-11-08 2:00,13.9,,1.6,160,94,14.9,12.9,1014.6,1019.2,,,,,10,9,ScAs,11,253,,1901,14.6,15.3,15.2,15.9,16.1
165,2018-11-08 3:00,14.2,0.8,1.5,90,92,14.9,12.9,1014.2,1018.7,,,,,10,6,ScAs,10,317,,1901,14.6,15.3,15.2,15.9,16.1
165,2018-11-08 4:00,14.4,,1.4,140,89,14.6,12.6,1013.3,1017.8,,,,,10,2,ScAs,17,536,,19,14.6,15.2,15.2,15.9,16.1
165,2018-11-08 5:00,14.9,,2.8,160,87,14.7,12.7,1012.6,1017.1,,,,,10,9,StNs,9,791,,1901,14.7,15.2,15.2,15.9,16.1
165,2018-11-08 6:00,15,0.1,2.1,160,87,14.8,12.8,1012.1,1016.6,,,,,10,1,ScAs,13,866,,1901,14.7,15.2,15.2,15.8,16.1
165,2018-11-08 7:00,15.4,,1.4,160,89,15.5,13.5,1011.9,1016.4,,,,,10,4,StNs,10,527,,1901,14.8,15.3,15.2,15.9,16.1
165,2018-11-08 8:00,15.3,,4.9,160,93,16.1,14.1,1011.2,1015.7,0,0,,,10,7,StNs,9,656,,1901,15,15.3,15.2,15.9,16.1
165,2018-11-08 9:00,15.9,6.1,4.2,160,91,16.4,14.4,1010.4,1014.9,0,0.2,,,10,8,StNs,9,921,,1901,15.8,15.4,15.2,15.8,16
165,2018-11-08 10:00,16.3,,3.5,180,92,16.9,14.9,1010.5,1015,0,0.15,,,10,9,StNs,7,752,,1901,16.1,15.6,15.3,15.8,16
165,2018-11-08 11:00,16.8,,4.1,200,93,17.7,15.6,1010.5,1015,0,0.17,,,10,9,StNs,4,973,,1901,16.3,15.7,15.4,15.9,16
165,2018-11-08 12:00,17.9,0.8,5.1,200,93,19,16.7,1009.3,1013.8,0,0.27,,,10,9,ScAs,5,1742,,1901,17.5,16,15.5,15.9,16
165,2018-11-08 13:00,18,,4.6,200,92,18.9,16.6,1008.2,1012.6,0,0.41,,,10,8,StNs,5,1114,,1,17.6,16.4,15.7,16,16.1
165,2018-11-08 14:00,17.7,,4.9,200,95,19.1,16.8,1007.4,1011.8,0,0.21,,,10,9,StNs,3,670,,1901,17.6,16.6,15.9,16,16.1
165,2018-11-08 15:00,17.5,4,5,200,95,18.9,16.6,1007,1011.5,0,0.1,,,10,9,StNs,3,633,,1901,17.2,16.6,16,16.1,16.1
165,2018-11-08 16:00,17.3,,5.1,230,95,18.6,16.4,1006.7,1011.2,0,0.07,,,10,9,StNs,2,1572,,1901,17.1,16.7,16.1,16.2,16.1
165,2018-11-08 17:00,16.5,,7.9,250,96,17.9,15.8,1006.7,1011.2,0,0.02,,,10,9,StNs,1,237,,1901,16.7,16.7,16.2,16.3,16.2
165,2018-11-08 18:00,15.8,6.7,7.9,250,95,16.9,14.9,1006.6,1011.1,0,0,,,10,9,StNs,2,838,,1901,16.2,16.5,16.2,16.3,16.2
165,2018-11-08 19:00,15.1,,7.3,250,95,16.2,14.2,1007,1011.5,,,,,10,9,StNs,2,608,,1901,15.7,16.4,16.1,16.4,16.3
165,2018-11-08 20:00,14.5,,9.6,250,87,14.3,12.3,1007.7,1012.2,,,,,10,9,ScAs,5,1846,,1901,15.1,16.1,16.1,16.4,16.3
165,2018-11-08 21:00,14.4,4.4,5.9,230,82,13.4,11.3,1007.3,1011.8,,,,,9,9,Sc,6,1986,,,14.8,15.9,15.9,16.4,16.3
165,2018-11-08 22:00,14.9,,8.6,320,87,14.7,12.7,1008.3,1012.8,,,,,10,5,StNs,4,1244,,1,14.8,15.7,15.8,16.3,16.3
165,2018-11-08 23:00,14.2,,8.7,340,88,14.2,12.2,1010.3,1014.8,,,,,10,7,StNs,4,1572,,1,14.4,15.6,15.7,16.3,16.3
165,2018-11-09 0:00,14.2,0.5,5.6,340,82,13.2,11.1,1010.8,1015.3,,,,,10,2,StNs,7,1860,,1,14.3,15.4,15.6,16.3,16.4
165,2018-11-09 1:00,13.9,,5.8,340,83,13.1,11,1011.4,1015.9,,,,,10,8,ScAs,6,2000,,1,14,15.3,15.5,16.2,16.3
165,2018-11-09 2:00,14.1,,6.3,320,79,12.7,10.5,1011.7,1016.2,,,,,10,6,,6,2000,,,13.9,15.1,15.4,16.2,16.3
165,2018-11-09 3:00,14,0.2,6.4,320,75,11.9,9.6,1011.9,1016.4,,,,,9,9,Sc,6,2000,,,13.6,15,15.3,16.1,16.3
165,2018-11-09 4:00,13.5,,6.5,340,75,11.6,9.1,1012.1,1016.6,,,,,7,7,Sc,7,2000,,,13.5,14.8,15.2,16,16.3
165,2018-11-09 5:00,12.7,,4.8,340,81,11.9,9.5,1012.4,1017,,,,,9,9,Sc,11,1897,,,13.3,14.7,15.1,16,16.2
165,2018-11-09 6:00,12.8,0,5.3,360,79,11.6,9.2,1013.2,1017.8,,,,,10,7,ScAs,6,2000,,1,13.3,14.6,15,15.9,16.2
165,2018-11-09 7:00,12.6,,2.7,360,78,11.3,8.8,1013.8,1018.4,,,,,10,7,ScAs,8,2000,,1,13.3,14.5,14.9,15.9,16.2
165,2018-11-09 8:00,12.8,,3.4,340,73,10.7,8,1014.5,1019.1,0,0.01,,,10,9,ScAs,8,1925,,1,13.3,14.5,14.8,15.8,16.1
165,2018-11-09 9:00,13,0,3.3,340,72,10.7,8,1015.2,1019.8,0,0.1,,,10,9,ScAs,14,2000,,,13.6,14.5,14.8,15.7,16.1
165,2018-11-09 10:00,13.7,,3.8,340,70,10.9,8.3,1015.7,1020.3,0,0.37,,,9,9,Sc,10,1944,,,14.8,14.6,14.8,15.7,16.1
165,2018-11-09 11:00,15,,5.5,340,63,10.7,8,1015.8,1020.4,0.4,1.22,,,7,7,Sc,9,1791,,,17.5,15,14.9,15.6,16
165,2018-11-09 12:00,15.3,,5.4,360,63,10.9,8.2,1015.9,1020.5,0.2,1.22,,,6,6,Sc,9,1684,,,18.6,15.5,15.1,15.6,16
165,2018-11-09 13:00,15.6,,6.2,340,58,10.2,7.3,1015.7,1020.2,0.9,1.91,,,5,5,Sc,10,1295,,,20.6,16.1,15.4,15.7,15.9
165,2018-11-09 14:00,15.7,,6.9,340,58,10.3,7.4,1015.7,1020.2,1,2.02,,,4,4,Sc,11,1378,,,20.3,16.5,15.7,15.8,16
165,2018-11-09 15:00,15.7,,6.1,340,56,9.9,6.9,1016,1020.5,1,1.7,,,3,3,Sc,10,1266,,,19,16.6,15.9,15.9,16
165,2018-11-09 16:00,15.5,,6.7,340,59,10.4,7.5,1016.4,1020.9,1,1.17,,,4,4,Sc,11,1280,,,16.8,16.6,16,16,16
165,2018-11-09 17:00,14.6,,4.3,360,63,10.4,7.6,1016.8,1021.3,0.9,0.46,,,3,3,Sc,10,1222,,,14.9,16.2,15.9,16.1,16.1
165,2018-11-09 18:00,13.6,,3.9,340,65,10.1,7.1,1017.3,1021.9,0,0.04,,,2,2,Sc,10,1471,,,13.6,15.7,15.7,16.1,16.2
165,2018-11-09 19:00,12.8,,2,360,71,10.4,7.6,1017.9,1022.5,,,,,0,0,,,1219,,,12.9,15.3,15.5,16.1,16.2
165,2018-11-09 20:00,12.3,,2.2,360,71,10.1,7.1,1018.2,1022.8,,,,,0,0,,,1016,,,12.4,14.9,15.3,16.1,16.2
165,2018-11-09 21:00,11.7,,0.4,0,73,10,7,1018.8,1023.4,,,,,0,0,,,1020,,,11.8,14.5,15,16,16.2
165,2018-11-09 22:00,11.2,,1.7,180,79,10.4,7.6,1019.1,1023.7,,,,,0,0,,,817,,19,11.4,14.1,14.8,15.9,16.2
165,2018-11-09 23:00,10.6,,1.4,160,84,10.7,8,1019.5,1024.1,,,,,0,0,,,626,,19,11.1,13.8,14.5,15.8,16.2
165,2018-11-10 0:00,10.2,,1.4,160,86,10.6,7.9,1019.6,1024.3,,,,,0,0,,,598,,19,10.8,13.5,14.3,15.7,16.1
165,2018-11-10 1:00,9.9,,2.3,180,94,11.4,8.9,1019.8,1024.4,,,,,0,0,,,394,,19,10.9,13.3,14.1,15.6,16.1
165,2018-11-10 2:00,9.6,,2.3,160,93,11.1,8.5,1020.1,1024.8,,,,,2,0,,,417,,19,10.8,13.2,14,15.4,16
165,2018-11-10 3:00,9.3,,1.8,160,92,10.7,8,1020.2,1024.9,,,,,2,0,Ci,,442,,19,10.5,13,13.9,15.3,16
165,2018-11-10 4:00,9,,1.4,160,92,10.5,7.7,1020.1,1024.8,,,,,4,0,Ci,,412,,19,10.2,12.9,13.7,15.2,15.9
165,2018-11-10 5:00,8.7,,1.7,160,92,10.3,7.4,1020.3,1025,,,,,4,0,Ci,,412,,19,10.1,12.7,13.5,15.1,15.8
165,2018-11-10 6:00,8.2,,1.6,180,93,10.1,7.1,1020.7,1025.4,,,,,8,0,Ci,,351,,19,9.9,12.5,13.4,15,15.7
165,2018-11-10 7:00,7.9,,2,180,93,9.9,6.8,1021.2,1025.9,,,,,8,0,Ci,,347,,19,9.8,12.4,13.2,14.9,15.7
165,2018-11-10 8:00,8.2,,1.5,180,92,9.9,6.9,1021.7,1026.4,0,0.12,,,4,0,Ci,,326,,19,10.3,12.3,13.1,14.8,15.6
165,2018-11-10 9:00,10.8,,1.4,180,85,10.9,8.3,1022.2,1026.9,1,0.73,,,0,0,,,462,,19,11.7,12.4,13,14.6,15.5
165,2018-11-10 10:00,13.2,,1.6,180,79,11.9,9.6,1022.4,1027,1,1.29,,,0,0,,,633,,19,14.1,12.8,13.1,14.5,15.4
165,2018-11-10 11:00,15.1,,2.2,180,71,12.1,9.8,1022.3,1026.9,1,1.8,,,0,0,,,853,,19,17.9,13.4,13.4,14.5,15.3
165,2018-11-10 12:00,16.3,,1.5,290,65,11.9,9.6,1022,1026.6,1,2.1,,,0,0,,,1056,,19,20.7,14.3,13.7,14.5,15.2
165,2018-11-10 13:00,16.8,,1.9,320,64,12.2,9.9,1021.3,1025.8,1,2.17,,,0,0,,,1024,,,22.2,15.3,14.2,14.6,15.2
165,2018-11-10 14:00,17.5,,2.1,20,62,12.4,10.1,1020.7,1025.2,1,2,,,0,0,,,1244,,,22,16.1,14.8,14.8,15.2
165,2018-11-10 15:00,17.5,,2.3,50,61,12.1,9.8,1020.3,1024.8,1,1.65,,,0,0,,,1430,,,20.8,16.7,15.2,15,15.3
165,2018-11-10 16:00,17.6,,2.4,20,63,12.6,10.4,1019.8,1024.3,1,1.08,,,0,0,,,1267,,,18,16.9,15.4,15.2,15.4
165,2018-11-10 17:00,17,,1.8,360,67,12.9,10.8,1019.8,1024.3,1,0.45,,,0,0,,,1111,,,16.3,16.6,15.6,15.4,15.5
165,2018-11-10 18:00,15.3,,2.4,340,73,12.6,10.4,1019.6,1024.2,0,0.03,,,0,0,,,873,,40,14.6,16.1,15.5,15.6,15.6
165,2018-11-10 19:00,14.4,,3,360,76,12.4,10.2,1020,1024.6,,,,,0,0,,,713,,40,13.7,15.6,15.3,15.7,15.7
165,2018-11-10 20:00,13.5,,1.8,20,84,12.9,10.8,1020.1,1024.7,,,,,0,0,,,570,,4019,13,15.2,15.2,15.7,15.8
165,2018-11-10 21:00,13.1,,0.5,20,85,12.8,10.6,1020.2,1024.8,,,,,0,0,,,527,,19,12.5,14.8,15,15.7,15.8
165,2018-11-10 22:00,12.6,,0.1,0,87,12.6,10.4,1020.3,1024.9,,,,,0,0,,,470,,19,12,14.4,14.8,15.7,15.9
165,2018-11-10 23:00,12.1,,1.2,180,88,12.4,10.1,1020.2,1024.8,,,,,0,0,,,409,,19,11.6,14.1,14.6,15.6,15.8
165,2018-11-11 0:00,11.7,,0.6,140,91,12.4,10.2,1019.6,1024.2,,,,,1,0,Ci,,323,,19,11.4,13.8,14.3,15.5,15.8
165,2018-11-11 1:00,11.1,,1.3,180,93,12.3,10,1019.6,1024.2,,,,,0,0,,,262,,19,11.1,13.5,14.2,15.4,15.8
165,2018-11-11 2:00,10.7,,1.1,160,95,12.2,9.9,1019.4,1024,,,,,5,0,,,204,,19,11,13.3,14,15.3,15.8
165,2018-11-11 3:00,10.3,,1.3,180,96,11.9,9.6,1018.9,1023.6,,,,,1,0,Ci,,179,,19,10.8,13.1,13.8,15.2,15.7
165,2018-11-11 4:00,10.1,,1,160,97,11.9,9.6,1018.7,1023.4,,,,,9,9,Ac,47,169,,19,11.2,13,13.7,15.1,15.7
165,2018-11-11 5:00,10.2,,0.6,180,96,11.9,9.5,1018.5,1023.2,,,,,9,9,Ac,49,214,,19,11.6,13.1,13.6,15,15.6
165,2018-11-11 6:00,10.1,,2.3,140,92,11.3,8.8,1018.1,1022.8,,,,,9,9,Ac,49,308,,19,11.2,13.1,13.6,14.9,15.6
165,2018-11-11 7:00,9.6,,1,160,94,11.2,8.6,1018.2,1022.8,,,,,5,5,Ac,40,238,,19,10.6,12.9,13.5,14.9,15.5
165,2018-11-11 8:00,9.9,,0.6,200,92,11.2,8.6,1018.5,1023.1,0,0.13,,,9,9,Ac,47,299,,19,11.9,12.9,13.4,14.8,15.5
165,2018-11-11 9:00,11.1,,1.1,180,91,11.9,9.6,1018.8,1023.4,0.2,0.47,,,8,8,Ac,47,324,,19,13.1,13.2,13.4,14.7,15.4
165,2018-11-11 10:00,13.6,,1.8,160,79,12.3,10,1018.3,1022.9,0.9,1.25,,,5,5,Ac,48,628,,19,15,13.6,13.5,14.6,15.3
165,2018-11-11 11:00,15.2,,2,180,71,12.2,9.9,1018.4,1023,0.7,1.49,,,9,6,AcCi,37,809,,19,17.5,14.3,13.8,14.6,15.3
165,2018-11-11 12:00,15.1,,0.8,160,69,11.8,9.4,1017.8,1022.4,0,0.7,,,10,7,ScAs,19,876,,19,16.9,15,14.2,14.7,15.3
165,2018-11-11 13:00,14.5,,1.3,160,80,13.1,11,1017.2,1021.8,0,0.26,,,10,5,StNs,9,395,,1901,15.6,15.2,14.6,14.9,15.3
165,2018-11-11 14:00,13.8,,0.2,0,81,12.7,10.5,1016.3,1020.9,0,0.27,,,10,4,StNs,6,674,,1901,15.4,15.2,14.7,15,15.3
165,2018-11-11 15:00,13.4,3.1,1.5,160,91,13.9,11.9,1016.1,1020.7,0,0.24,,,10,1,StNs,12,278,,1901,15.3,15.1,14.8,15.1,15.3
165,2018-11-11 16:00,12.8,,2.6,160,87,12.8,10.6,1015.5,1020.1,0,0.15,,,10,6,StNs,9,575,,1901,14.7,15.1,14.8,15.2,15.3
165,2018-11-11 17:00,12.8,,0.2,0,86,12.7,10.5,1015.4,1020,0,0.1,,,10,8,StNs,9,612,,1901,14.5,15,14.8,15.2,15.5
165,2018-11-11 18:00,12.5,0.5,0.6,50,87,12.5,10.3,1015.9,1020.5,0,0,,,10,7,StNs,10,529,,1901,14.1,14.9,14.8,15.3,15.5
165,2018-11-11 19:00,12.4,,1,50,93,13.3,11.2,1015.9,1020.5,,,,,10,3,StNs,8,281,,1901,13.9,14.8,14.7,15.3,15.5
165,2018-11-11 20:00,12.2,,1.9,50,96,13.6,11.5,1015.7,1020.3,,,,,10,8,StNs,2,155,,1901,13.7,14.6,14.6,15.3,15.5
165,2018-11-11 21:00,11.9,2,1,20,95,13.2,11.1,1016.1,1020.7,,,,,10,6,StNs,2,236,,1901,13.6,14.5,14.6,15.3,15.5
165,2018-11-11 22:00,11.8,,1.4,20,96,13.2,11.1,1015.9,1020.5,,,,,10,6,StNs,5,190,,1901,13.5,14.5,14.6,15.3,15.6
165,2018-11-11 23:00,11.6,,1.5,360,97,13.2,11.1,1015.9,1020.5,,,,,10,6,StNs,1,107,,1901,13.3,14.4,14.5,15.2,15.6
165,2018-11-12 0:00,11.6,1.9,1,340,98,13.3,11.2,1015.4,1020,,,,,10,7,StNs,7,108,,1901,13.3,14.3,14.4,15.2,15.6
165,2018-11-12 1:00,11,,3.9,20,97,12.7,10.5,1015.1,1019.7,,,,,10,7,StNs,1,130,,1901,13.1,14.2,14.4,15.2,15.5
165,2018-11-12 2:00,10.9,,2.6,50,96,12.4,10.2,1015.1,1019.7,,,,,10,7,ScAs,1,166,,1901,13,14.1,14.3,15.2,15.5
165,2018-11-12 3:00,10.5,1.1,4.5,50,87,11,8.4,1015.2,1019.8,,,,,9,9,Sc,8,297,,19,12.6,14,14.2,15.1,15.5
165,2018-11-12 4:00,10,,5,50,86,10.5,7.7,1014.6,1019.2,,,,,8,8,Sc,9,316,,19,11.9,13.8,14.1,15.1,15.5
165,2018-11-12 5:00,9.4,,5.3,50,86,10.1,7.1,1014.8,1019.4,,,,,6,6,Sc,10,307,,19,11.2,13.6,14,15.1,15.5
